party	member_name	question	answer	comment
Laisvės partija	Rasa Politikienė	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Greičiau nesutinku	
Laisvės partija	Rasa Politikienė	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	
Laisvės partija	Rasa Politikienė	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau nesutinku	
Laisvės partija	Rasa Politikienė	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Laisvės partija	Rasa Politikienė	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai nesutinku	
Laisvės partija	Rasa Politikienė	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Greičiau sutinku	
Laisvės partija	Rasa Politikienė	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Laisvės partija	Rasa Politikienė	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Nei taip, nei ne	
Laisvės partija	Rasa Politikienė	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai nesutinku	
Laisvės partija	Rasa Politikienė	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Visiškai sutinku	
Laisvės partija	Rasa Politikienė	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Greičiau sutinku	
Laisvės partija	Rasa Politikienė	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	
Laisvės partija	Rasa Politikienė	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Visiškai sutinku	
Laisvės partija	Rasa Politikienė	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
Laisvės partija	Rita Balčiūnienė	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau sutinku	
Laisvės partija	Rita Balčiūnienė	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Greičiau sutinku	
Laisvės partija	Rita Balčiūnienė	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	14. Bausmės nusikaltėliams turi būti griežtinamos	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Greičiau nesutinku	
Laisvės partija	Rita Balčiūnienė	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau sutinku	
Laisvės partija	Rita Balčiūnienė	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Nei taip, nei ne	
Laisvės partija	Rita Balčiūnienė	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Nei taip, nei ne	
Laisvės partija	Rita Balčiūnienė	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai nesutinku	
Laisvės partija	Rita Balčiūnienė	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau nesutinku	
Laisvės partija	Rita Balčiūnienė	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Visiškai sutinku	
Laisvės partija	Rita Balčiūnienė	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Neturiu nuomonės	
Laisvės partija	Saulius Skambinas	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau sutinku	
Laisvės partija	Saulius Skambinas	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Visiškai nesutinku	
Laisvės partija	Saulius Skambinas	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai nesutinku	
Laisvės partija	Saulius Skambinas	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	
Laisvės partija	Saulius Skambinas	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau sutinku	
Laisvės partija	Saulius Skambinas	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Neturiu nuomonės	
Laisvės partija	Saulius Skambinas	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Neturiu nuomonės	
Laisvės partija	Saulius Skambinas	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Visiškai nesutinku	
Laisvės partija	Saulius Skambinas	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Visiškai sutinku	
Laisvės partija	Saulius Skambinas	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Nei taip, nei ne	
Laisvės partija	Saulius Skambinas	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Visiškai sutinku	
Laisvės partija	Silva Lengvinienė	1. Valstybė turėtų didinti mokesčius didesnes pajamas gaunantiems gyventojams, kad galėtų išplėsti socialinę paramą ir paslaugas	Greičiau nesutinku	
Laisvės partija	Silva Lengvinienė	2. Valstybė turėtų kiek įmanoma mažiau kištis į ekonomiką	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	3. Įmonėms turi būti leidžiama lengvai atleisti darbuotojus	Greičiau nesutinku	
Laisvės partija	Silva Lengvinienė	4. Laisva rinka užtikrina didesnį sveikatos paslaugų prieinamumą ir aukštesnę kokybę	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	5. Valstybė turėtų mažinti PVM pagrindiniams maisto produktams	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	6. Gyventojų pajamų mokestį visiems Lietuvos gyventojams reikia mažinti iki 15 proc	Visiškai sutinku	
Laisvės partija	Silva Lengvinienė	7. Mokyklų tinklas Lietuvoje turi būti mažinamas	Nei taip, nei ne	Kokybiškas švietimas turi būti užtikrintas visiems. Jungtinėse klasėse to nepasieksi.
Laisvės partija	Silva Lengvinienė	8. Lietuvoje reikia didinti aplinkosaugos mokesčius	Nei taip, nei ne	Prioritetą skirti žmonių švietimui šiuo klausimu.
Laisvės partija	Silva Lengvinienė	9. Marihuanos vartojimas laisvalaikio tikslais turi būti legalizuotas	Visiškai nesutinku	
Laisvės partija	Silva Lengvinienė	10. Lietuvoje išduodamuose asmens dokumentuose turėtų būti leidžiama rašyti nelietuviško raidyno raides (pvz., „w“, „x“ ir „q“)	Visiškai sutinku	Pritariu nuomonei dėl papildomo lapo asmens dokumentuose.
Laisvės partija	Silva Lengvinienė	11. Tos pačios lyties asmenų poros turi turėti tokias pat teises tuoktis kaip ir heteroseksualios poros	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	12. Imigracija į Lietuvą iš trečiųjų (ne ES) šalių turi būti griežtai ribojama	Greičiau nesutinku	
Laisvės partija	Silva Lengvinienė	13. Moterys turi turėti teisę laisvai apsispręsti dėl aborto	Visiškai sutinku	
Laisvės partija	Silva Lengvinienė	14. Bausmės nusikaltėliams turi būti griežtinamos	Nei taip, nei ne	
Laisvės partija	Silva Lengvinienė	15. Griežti piliečių laisvių ir teisių suvaržymai (pavyzdžiui, mobiliojo ryšio priemonių sekimas) yra priimtini kovojant su pandemija	Visiškai nesutinku	
Laisvės partija	Silva Lengvinienė	16. Valstybinė lietuvių kalbos inspekcija turi būti panaikinta	Nei taip, nei ne	Neperlenkiant lazdos.
Laisvės partija	Silva Lengvinienė	17. Lietuva galėtų pirkti elektrą iš Astravo atominės elektrinės, jeigu ji būtų pigesnė už esamas alternatyvas	Nei taip, nei ne	
Laisvės partija	Silva Lengvinienė	18. ES ekonominės sankcijos Rusijai turėtų būti švelninamos, net jei ji toliau nesilaikytų Minsko susitarimų su Ukraina	Visiškai nesutinku	
Laisvės partija	Silva Lengvinienė	19. Reikėtų siekti, kad Lietuvos gynybos biudžetas būtų didinamas virš NATO normos ir pasiektų 2,5 proc. BVP	Visiškai nesutinku	
Laisvės partija	Silva Lengvinienė	20. Lietuvos retorika Rusijos atžvilgiu yra pernelyg agresyvi	Nei taip, nei ne	
Laisvės partija	Silva Lengvinienė	21. Reikėtų siekti ekonomiškai naudingo bendradarbiavimo su Baltarusija, net jei ten pažeidinėjamos žmogaus teisės ir laisvės	Nei taip, nei ne	Atsižvelgiant į esamą situaciją, dialogas su Baltarusija yra privalomas. Turi būti visais įmanomais būdais siekiama, kad Baltarusijos žmonės gautų mūsų paramą ir palaikymą.
Laisvės partija	Silva Lengvinienė	22. Lietuvoje reikia riboti Rusijos federacijos televizijos kanalų transliacijas	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	23. Lietuva turi remti žmogaus teisių ir demokratijos šalininkus Kinijoje, net jeigu dėl to suprastėtų santykiai su šia šalimi	Visiškai sutinku	
Laisvės partija	Silva Lengvinienė	24. Lietuva turėtų palaikyti Lenkiją, nepaisant ES kritikos dėl demokratijos principų pažeidimų	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	25. Išsiskyrus JAV ir ES lyderių pozicijoms, Lietuva turėtų remti ES pusę	Nei taip, nei ne	
Laisvės partija	Silva Lengvinienė	26. NATO ir ES valstybių pilietybę įgijusiems Lietuvos piliečiams turėtų būti leista išsaugoti Lietuvos pilietybę	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	27. ES ateityje turėtų judėti gilesnės integracijos link, net jei dėl to mažiau galių turės nacionalinės valdžios institucijos	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	28. Jono Noreikos-Generolo Vėtros atminimo lenta ant Lietuvos mokslų akademijos Vrublevskių bibliotekos sienos turi būti palikta	Greičiau nesutinku	
Laisvės partija	Silva Lengvinienė	29. Petro Cvirkos paminklas Vilniuje turi būti nukeltas	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	30. Vilniaus savivaldybė turi teisę Lukiškių aikštėje įrengti smėlio paplūdimį, net jei tai nevienareikšmiškai vertinama visuomenėje	Visiškai sutinku	
Laisvės partija	Silva Lengvinienė	31. Tėvai turi galėti laisvai apsispręsti, ar skiepyti savo vaikus, net jei tai keltų grėsmę visuomenės saugumui	Greičiau sutinku	
Laisvės partija	Silva Lengvinienė	32. LR Seimo nariai turi būti renkami proporcine sistema pagal partijų sąrašus	Greičiau nesutinku	
Laisvės partija	Silva Lengvinienė	33. Žmonių problemos būtų sprendžiamos veiksmingiau, jei centrinė valdžia perduotų daugiau galių vietos savivaldai	Greičiau sutinku	
